elementName,score,nbOfSongs
"Tsukasa Masuko, Hitoshi Sakimoto","920.8333333333334",6
"Ganaé","920.8",5
"Masanori Oouchi, Aki Hata, Michiru Yamane, Masanori Adachi","920.5",6
"Shigekazu Kamaki, Yumi Satake","920.5",6
"Toshikazu Tanaka","920.4166666666666",12
"Motoi Sakuraba, Hibiki Aoyama","920.2857142857143",7
"Brian Chard","919.6666666666666",3
"Memblers","919.5",2
"AkumajoBelmont, Level 99","919.5",2
"Yukie Sugawara","919.3333333333334",3
"Mark Klem","919.1666666666666",6
"Phil Vachey","919.1666666666666",6
"Fumito Tamayama","919",14
"Takamitsu Kajikawa","919",4
"Ai Kuwabara","919",3
"Shinya Sakamoto, Shigehiro Takenouchi, Atsushi Fujio","919",9
"Krow","919",2
"Kenichi Mitsuda","919",3
"Ic3m4n","919",2
"Chain Reaction","919",2
"Takahiro Izutani","919",2
"Tomomi Teratani","918.5",2
"Salkinitzor","918.375",8
"Christopher Stevens, Tim Clarke","918.2222222222222",9
"Tetsuya Shibata","918.1176470588235",17
"Shinsekai Gakkyoku Zatsugidan","917.9655172413793",29
"Rize","917.8",5
"Heinrich Von Ofterdingen","917.6666666666666",6
"Tsukasa Masuko, Project SATAN","917.6111111111111",18
"Rabid Tunes","917",4
"Freemind, GrayLightning","916.5",2
"Saki Kaskas, Alistair Hirst, Jeff van Dyck","916.2",5
"Zubareus","916",8
"K. Praslowicz","916",5
"Shizuyoshi Okamura","916",3
"Shusei Murai, bosque aroma","916",3
"Hiroshi Okubo, Tetsukazu Nakanishi, Nobuhide Isayama","916",8
"Paul O'Rourke, Brian Correia","916",3
"Takayuki Hattori","915.8888888888889",9
"Mark Hadley","915.5",2
"Mark Cooksey","915.25",4
"Jamie Christopherson","915.2222222222222",9
"Michiharu Hasutani","915",2
"Eiichirou Yanagi","914.875",8
"Y. Kimura","914.75",4
"James Smart","914.75",4
"GIRakaCHEEZER","914.75",4
"Noriko Matsueda, Takahito Eguchi","914.7272727272727",11
"Harmsing","914.5",2
"SHiNKA","914.5",2
"Turbo Chip","914.5",2
"Hazama","914.5",2
"tibonev","914.4",5
"Kazuhiko Uehara, Tomoya Tomita, Nobuyuki Akena","914.1111111111111",9
"Keita Egusa","914.0909090909091",11
"Roh Hyoung Woo","914",2
"Tomoyuki Kawamura","913.6666666666666",6
"Stello Doussis","913.1",10
"Kazuhiko Inaba, Makoto Hosoi","913",7
"Yuriko Nakamura","913",3
"Data East","912.6363636363636",11
"Masataka Kitaura, Atsuyoshi Isemura, Rikei Hirashima, Music Worx","912.5",4
"Yuka Tsujiyoko, Yoshito Hirano, Saki Haruyama, Naoko Mitome, Atsushi Yoshida, Kaneko Teramae","912.3333333333334",18
"Oscar Araujo","912.25",4
"Seiichi Hamada, Seiji Momoi, Takafumi Miura, Z. Yamanaka","912.1666666666666",6
"Yuki Iwai, Yuko Takehara","911.8",5
"Michiel van den Bos","911.6666666666666",6
"R-Sunset","911.5",6
"Anthony Lofton, Joshua Morse","911.4285714285714",7
"AutoReMi-PK","911",2
"Tomohisa, Iwatan","910.6666666666666",3
"Jirurun","910.6",5
"Tim Larkin","910.5",6
"Kiaran, PeyCa","910.5",2
"Rekcahdam","910.3333333333334",3
"Paul O'Rourke","910.3333333333334",3
"Mayuko Kageshita","910.1428571428571",7
"Aki Hata","910",9
"DragonAvenger, ambient","910",2
"Reo Uratani","910",2
"Daniel Lippert","910",2
"Dya","910",2
"Afshin Toufighian","909.8333333333334",6
"Persist Music","909.5",4
"???","909.4",5
"prozax","908.875",8
"no.5","908.8571428571429",7
"Mordi","908.8",5
"Mark Griskey","908.4",5
"Syunsuke Tsuchiya","908.25",8
"Lind Erebros","908",4
"Hirokazu Tanaka, Kazumi Totaka","907.6666666666666",3
"Kengo Sakurai","907.4444444444445",9
"MITSUO, Yasumasa Yamada, Hirotomi Imoto, Jojouha Kitapy, Yasuhiro Naka, Hideyuki Ashizawa","907.3333333333334",3
"Flik","907",2
"Hirokazu Koshio","907",5
"Daisuke Ishiwatari, Yasuharu Takanashi","906.8",5
"Sir_NutS, Stephen Kelly","906.6666666666666",3
"Kazuhide Sasuga, Yukie Marikawa","906.4285714285714",7
"Jay Werner","906.2857142857143",7
"Hisayoshi Ogura","906.1428571428571",7
"Hidenori Iwasaki","906.1071428571429",28
"Shuichi Kobori","906",2
"Riei Saito","905.75",4
"The St. Albans Rob Hubbard Fan Club","905.5",4
"Kim M. Jensen, Geir Tjelta","905.5",4
"Emperor","905.5",2
"Artdink","905.1",10
"E. Fugu","905",2
"Jiro Okada, bosque aroma","904",3
"Malcos, Red Tailed Fox","904",3
"Hiroshi Nishizawa, Yoko Watanabe","903.8",5
"Tettix","903.5625",16
"Bjørn Arve Lagim, Tor Linløkken, Morten Sørlie","903.4",5
"Geoff Follin","903.2",5
"Bjørn Arve Lagim","903",6
"Bill Brown, Inon Zur","902.6666666666666",6
"Shunsuke Tsuchiya","902.6666666666666",6
"227","902.5",2
"Shigeru Tomita","902.375",8
"Kenneth Keyn, Troy Keyn","902.2",5
"4ntler","902",3
"hiyama","902",2
"moog (Sebastian Bachliñski)","902",2
"Ridiculon","901.6",10
"rebrained","901.6",5
"Kazumi Mitome, Shunsuke Tsuchiya, Yasunori Mitsuda","901.5714285714286",7
"Hideaki Mitsui","901.5",4
"halc, Tuberz McGee","901.5",4
"just64helpin","901.5",2
"Joakim Sandberg","901.4285714285714",7
"Alex Culang","901.3333333333334",3
"Casey Ormond","901",10
"PMMK","901",2
"Naoto Tanaka, Noriyuki Iwadare","901",2
"Hiroyoshi Kato","901",2
"Midee, prozax","900.75",4
"Dummy","900",2
"Stephane Picq","899.8333333333334",6
"JuicePouch","899.2",5
"Niwaka-Zu, Bunbunmaru, Lah++, Gocky-7 Alives","899.2",5
"Tania Smith","899",4
"Existence Zero","899",4
"Yoshiyuki Sahashi","899",3
"Toshio Kajino, Yoshihiro Sakaguchi, Yoko Shimomura","898.8",5
"Kyoya Hashimoto","898.75",4
"Taizo Takemoto, Tokyo Metropolitan Symphony Orchestra","898.5714285714286",7
"Ophanin","898.125",8
"APZX","898",3
"CZ Tunes","897",2
"beek","897",14
"Jason Shaw","897",5
"Shinji Tachikawa","897",4
"WillRock, Level 99","897",2
"THELONIOUS MONKEES","897",2
"Daniel Finney","896.5",4
"Steven Velema, Hubert Lamontagne","896.5",2
"Anne Strader","896.5",2
"Adam Skorupa","896.5",2
"Anders Svensson","896.5",2
"Hideki Abe","896",15
"an0va","895.6666666666666",9
"Rob Lord, Paul Weir, Mark Bandola","895.3333333333334",15
"Mason B. Fisher","895.2",5
"X-formZ","894.75",4
"Jaleco","894.25",4
"Joel Neilsen","893.8333333333334",6
"Clint Bajakian,Michael Land,Peter McConnell","893.5714285714286",7
"James Dean","893.5",8
"Tobey Evans","893.4285714285714",14
"Shogo Sakai, Seiichi Hamada, Takafumi Miura, Yuji Suzuki, Yusuke Takahama, Z. Yamanaka","893.4",5
"Takanori Arima, Toshiyuki Kishi, Hiromi Mizutani, Kenji Katoh, Reno","893.2857142857143",7
"autoscroll","893.125",8
"MAIET Entertainment","892.8",5
"Motoi Sakuraba, Mio Sakuraba","892.6666666666666",3
"Andy Poland","892.6666666666666",3
"Fractal Gate","892.6666666666666",3
"shieldeater","892.5",2
"Matti Paalanen","892.2",5
"Pony Canyon","892.1428571428571",7
"Masuma Ito, Yoshiyuki Ito","892",5
"Crust","892",2
"Masashi Kageyama, Nobuyuki Hara","892",6
"Pavos","892",2
"Yuki Sugiura","891.1666666666666",6
"Jim Guthrie","891",6
"Kennosuke Suemura, Saori Kobayashi","890.5",4
"Hironori Osone","890.2",5
"Tatsuya Uemura","890",4
"Atsushi Fukai","890",9
"Paper Sound","890",4
"Doug Boyes, Dave Boardman","889.9090909090909",11
"Kaoru Ohori","889.5",10
"John DeBorde","889.3333333333334",6
"Tomáš Dvořák","889.2857142857143",7
"Laura Karpman","889",4
"J1 Sound Team","889",2
"Yasuo Hattori","888.5714285714286",7
"Timelord","888.5",2
"Hans Zimmer","888.4444444444445",9
"HeavyViper","888",3
"Blind Spot","888",4
"Yuko Iseki","888",2
"Dj Redlight","887.8",5
"Norihiko Togashi","887.75",4
"Ap0c","887.6",15
"PurplePurp","887.5",2
"Sadist","887.5",6
"Robin Beanland, Eveline Fischer","887.5",2
"Bound Media","887.4444444444445",9
"Thorsten Mitschele","887",5
"Isao Abe, Syun Nishigaki, Kiyo","886.4615384615385",13
"Eric Nofsinger","886.25",4
"Thomas Detert","886.1",10
"Kenji Kaneko, Kenichi Kikkawa","885.8",10
"Samfree","885.6666666666666",3
"Sinobu Amayake, Soyo Oka","885.375",8
"UV Sir J","885",2
"Mikio Masuzawa","884.6666666666666",6
"Nick Singer","884.6666666666666",3
"jnWake, minusworld","884.5",2
"David Bergeaud","884.1136363636364",44
"Dees","883.3333333333334",3
"Rock Hippo Productions","883.25",4
"jdaster64","883.2",5
"Eino Keskitalo","883",17
"Hirofumi Sasaki","883",2
"Fumie Kumatani, Kenichi Tokoi","883",2
"Keishi Yonao","883",2
"Mitsuto Suzuki, Aska Kaneko","883",2
"Novoiski","883",2
"Chuck E. Myers","881",6
"Elemental Games","880.3333333333334",3
"Hiroshi Fujioka","880",8
"Masatomo Komakine, The Riot -Teens of Anger-","879",2
"David Arkenstone","878.75",4
"Megumi Takano","878.5",2
"Ro-Bear","878.3333333333334",3
"Yoshihiko Ike","878",2
"Stephen Root, Neil Palmer","877.8",5
"Andy Jayne","877.3333333333334",3
"Tomohiro Shirai, Neutrino","877",3
"Octapus","876.75",4
"David Wise, Mark Betteridge","874.8",5
"Tomoyuki Hamada, Hiro Takahashi, Achilles C. Damigos","874.4",5
"Masaaki Iwami","874",2
"Origami Repetika","873.5",2
"<3an","873",5
"Ian Campbell","872.6",5
"Takeshi Miura","872.3333333333334",3
"Jonne Valtonen, Aleksi Eeben","871.4285714285714",7
"Peter W","871.2",5
"NintenJoe 64","871",3
"faRk","871",2
"Das Fokks","870.6666666666666",6
"urdailywater","870.25",4
"Kaiyoti","869.5",2
"Paragon","869.5",2
"Floaf","869.5",2
"Yuzo Takahashi","869.5",2
"Kris Keyser","869",5
"Commandcom","868.6666666666666",3
"Kaze","868.3333333333334",3
"ArseAssassin","868",2
"Hiroyuki Yanada, Iwao Mitsunaga","867.8571428571429",7
"Hajime Asano","867.25",4
"Laarx","867",2
"Zikali","866.7272727272727",11
"Michael Richard Plowman, Tommy Tallarico","866.2857142857143",7
"Kennosuke Suemura","865.375",8
"Forest World","865.3333333333334",6
"Steve Emney","864.4285714285714",7
"Sonicade","864",2
"Junya Kozakai","863.6",5
"Youichi Shimamura, Kota Nakashima","863.5",6
"Brandon Strader, Rexy","861.5",2
"Codename Trigger Thumb","861",2
"Sonic Blade","860.5",2
"Sachiko Oita, Yoshihiro Sakaguchi","859",3
"Rod Abernethy","859",7
"Visions of the Future","856.5",2
"Benten-Maru, Himeko Yamamoto","856.5",2
"Michael Henry","856",4
"Tadashi Kinukawa","856",2
"Planetboom","856",2
"Akira Takizawa","856",2
"Chuck E. Myers, Lance Lenhart, Tom Hopkins, The Pinnacle Group","852.5",4
"Troels Brun Folmann","850.5",6
"Forte Escape","850",3
"Steve Henifin","848.5",4
"Glyn R Brown","848",3
"Harold Pichol","847.25",4
"Kenichi Koyano","847",2
"Ian Livingstone","846.5",10
"Hideyuki Eto, Harumi Ueko, Tomoya Tomita","845.25",4
"Sam Marshall","844",5
"Toshiaki Tomizawa","844",3
"K. Takemoto","843.6666666666666",3
"Aram Jean Shahbazians","843.1428571428571",7
"AngelCityOutlaw, timaeus222","842.5",2
"Mantell Nonoda, bosque aroma","842.5",2
"Keiki Kobayashi, Rio Hamamoto, Hiroshi Okubo","842.5",2
"James Roach","842",3
"Jordan B. Sanders","841.8333333333334",6
"Tomomi Otani","841",3
"Mark Van Hecke, Alex DeMeo","841",3
"Miho Izawa, Masuma Ito, Yoshiyuki Ito","841",3
"SonicPicnic","840.5",6
"John Torkington","839.25",4
"Hubol, GUTS.WAV","839",2
"Defiance","838",2
"Sabrepulse","835.8",5
"Hiroshi Ebihara, Kennosuke Suemura","835.7142857142857",7
"Kojiro Mikusa","835",5
"David Stanton","831",2
"Yoko Mizuta, Tadashi Kaibara","829.5",2
"Master Hatchet","829.5",2
"Jean Chan","828.5",2
"Rugar","827.6",5
"Faze","825.5",2
"Hiroto Saitoh","825",2
"Spad3s","825",2
"Todd Dennis, Tommy Tallarico","823.5",4
"Grigory Semyonov","821.25",4
"Hubol","820",2
"James Primate","819.25",4
"Kiyoko Kumasaka","818.25",4
"Shinji Ushiroda","816",2
"King Einstein","811.5",2
"Yousuke","811",3
"Robert Prince","810.1666666666666",6
"Andy Blythe, Marten Joustra","807.5",6
"Ryan8bit, Xaleph","795.5",2
"Ashif Hakik","782.8",5
"Yellow Rockets Music","781.75",4
"phoenixdk","772",2
"Brian Marshall","758.5",4
"TheManPF","742.5",2
"thebitterroost","741.5",2
"J Krafft","720",2
